bnum	seqid	name	start	stop	strand	length	PID	description	operon_id	type
1175	b1175	minD	1223772	1224584	-	271	1787423	cell division inhibitor, a membrane ATPase, activates minC	698	ORF
1176	b1176	minC	1224608	1225303	-	232	1787424	cell division inhibitor, inhibits ftsZ ring formation	698	ORF
1177	b1177	ycgJ	1225823	1226191	+	123	1787425	orf, hypothetical protein	699	ORF
1178	b1178	ycgK	1226294	1226695	-	134	1787426	orf, hypothetical protein	700	ORF
1179	b1179	ycgL	1226904	1227230	+	109	1787427	orf, hypothetical protein	701	ORF
1180	b1180	b1180	1227302	1227961	+	220	1787428	putative isomerase	702	ORF
1181	b1181	ycgN	1228023	1228499	+	159	1787429	orf, hypothetical protein	703	ORF
1182	b1182	hlyE	1228706	1229623	-	306	1787430	hemolysin E	704	ORF
1183	b1183	umuD	1229990	1230409	+	140	1787431	SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC	705	ORF
1184	b1184	umuC	1230409	1231677	+	423	1787432	SOS mutagenesis and repair	705	ORF
1185	b1185	dsbB	1231723	1232253	-	177	1787433	reoxidizes DsbA protein following formation of disulfide bond in P-ring of flagella.	706	ORF
1186	b1186	nhaB	1232399	1233940	-	514	1787435	Na+/H+ antiporter, pH independent	707	ORF
1187	b1187	fadR	1234161	1234880	+	240	1787436	negative regulator for fad regulon, and positive activator of fabA	708	ORF
1188	b1188	ycgB	1234932	1236464	-	511	1787437	putative sporulation protein	709	ORF
1189	b1189	dadA	1236794	1238092	+	433	1787438	D-amino acid dehydrogenase subunit	710	ORF
1190	b1190	dadX	1238102	1239172	+	357	1787439	alanine racemase 2, catabolic	710	ORF
1191	b1191	b1191	1239558	1241168	-	537	1787440	orf, hypothetical protein	711	ORF
1192	b1192	ldcA	1241389	1242303	-	305	1787441	L,D-carboxypeptidase	712	ORF
1193	b1193	mltE	1242289	1243014	+	242	1787442	murein transglycosylase E	713	ORF
1194	b1194	ycgR	1243016	1243750	-	245	1787443	orf, hypothetical protein	714	ORF
1195	b1195	ymgE	1243951	1244205	+	85	1787445	orf, hypothetical protein	715	ORF
1196	b1196	ycgY	1244383	1244823	+	147	1787446	orf, hypothetical protein	716	ORF
1197	b1197	treA	1244902	1246599	-	566	1787447	trehalase, periplasmic	717	ORF
1198	b1198	ycgC	1246919	1248340	-	474	1787448	putative PTS system enzyme I	718	ORF
1199	b1199	b1199	1248348	1248980	-	211	1787449	putative dihydroxyacetone kinase (EC 2.7.1.2)	718	ORF
1200	b1200	b1200	1248991	1250091	-	367	1787450	putative dihydroxyacetone kinase (EC 2.7.1.2)	718	ORF
1201	b1201	b1201	1250280	1252208	+	643	1787451	putative sensor-type regulator	719	ORF
1202	b1202	b1202	1252308	1255175	-	956	1787452	putative adhesion and penetration protein	720	ORF
1203	b1203	ychF	1255944	1257035	-	364	1787454	putative GTP-binding protein	721	ORF
1204	b1204	pth	1257152	1257736	-	195	1787455	peptidyl-tRNA hydrolase	722	ORF
1205	b1205	ychH	1258014	1258292	+	93	1787456	orf, hypothetical protein	723	ORF
1206	b1206	ychM	1258347	1259999	-	551	1787457	orf, hypothetical protein	724	ORF
1207	b1207	prsA	1260151	1261098	-	316	1787458	phosphoribosylpyrophosphate synthetase	725	ORF
1208	b1208	ispE	1261249	1262100	-	284	1787459	Phosphorylates 4-diphosphocytidyl-2-C-methylerythritol in the deoxyxylulose pathway for biosynthesis of terpenoids	726	ORF
1209	b1209	hemM	1262100	1262723	-	208	1787460	an enzyme in main pathway of synthesis of 5-aminolevulinate, possibly glutamyl-tRNA dehydrogenase	726	ORF
1210	b1210	hemA	1262937	1264193	+	419	1787461	enzyme in alternate path of synthesis of 5-aminolevulinate	727	ORF
1211	b1211	prfA	1264235	1265317	+	361	1787462	peptide chain release factor RF-1	727	ORF
1212	b1212	hemK	1265317	1266150	+	278	1787463	possible protoporphyrinogen oxidase	727	ORF
1213	b1213	b1213	1266147	1266539	+	131	1787464	orf, hypothetical protein	727	ORF
1214	b1214	ychA	1266543	1267352	+	270	1787465	orf, hypothetical protein	727	ORF
1215	b1215	kdsA	1267388	1268242	+	285	1787466	2-dehydro-3-deoxyphosphooctulonate aldolase	727	ORF
1216	b1216	chaA	1269972	1271072	-	367	1787468	sodium-calcium/proton antiporter	728	ORF
1217	b1217	chaB	1271342	1271572	+	77	1787469	cation transport regulator	729	ORF
1218	b1218	chaC	1271709	1272425	+	239	1787470	cation transport regulator	729	ORF
1219	b1219	ychN	1272469	1272822	-	118	1787471	orf, hypothetical protein	730	ORF
1220	b1220	ychP	1273148	1274401	+	418	1787472	putative factor	731	ORF
1221	b1221	narL	1274402	1275052	-	217	1787473	pleiotrophic regulation of anaerobic respiration: response regulator for nar, frd, dms and tor genes	732	ORF
1222	b1222	narX	1275045	1276841	-	599	1787474	nitrate/nitrate sensor, histidine protein kinase acts on NarL regulator	732	ORF
1223	b1223	narK	1277180	1278571	+	464	1787475	nitrite extrusion protein	733	ORF
1224	b1224	narG	1279087	1282830	+	1248	1787477	nitrate reductase 1, alpha subunit	734	ORF
1225	b1225	narH	1282827	1284365	+	513	1787478	nitrate reductase 1, beta subunit	734	ORF
1226	b1226	narJ	1284362	1285072	+	237	1787479	nitrate reductase 1, delta subunit, assembly function	734	ORF
1227	b1227	narI	1285072	1285749	+	226	1787480	nitrate reductase 1, cytochrome b(NR), gamma subunit	734	ORF
1228	b1228	b1228	1285932	1286207	+	92	1787481	orf, hypothetical protein	735	ORF
1229	b1229	tpr	1286310	1286411	-	34	1787482	a protaminelike protein	736	ORF
1230	b1230	tyrV	1286467	1286551	-	0	0	tRNA-Tyr	0	tRNA
1231	b1231	tyrT	1286761	1286845	-	0	0	tRNA-Tyr	0	tRNA
1232	b1232	purU	1287005	1287847	-	281	1787483	formyltetrahydrofolate deformylase; for purT-dependent FGAR synthesis	737	ORF
1233	b1233	ychJ	1287897	1288355	-	153	1787484	orf, hypothetical protein	737	ORF
1234	b1234	ychK	1288429	1289373	+	315	1787485	orf, hypothetical protein	738	ORF
1235	b1235	hnr	1289465	1290478	+	338	1787487	Hnr protein	739	ORF
1236	b1236	galU	1290680	1291588	+	303	1787488	glucose-1-phosphate uridylyltransferase	740	ORF
1237	b1237	hns	1291732	1292145	-	138	1787489	DNA-binding protein HLP-II (HU, BH2, HD, NS); pleiotropic regulator	741	ORF
1238	b1238	tdk	1292750	1293367	+	206	1787490	thymidine kinase	742	ORF
1239	b1239	ychG	1293649	1294239	-	197	1787491	orf, hypothetical protein	743	ORF
1240	b1240	b1240	1294191	1294421	-	77	1787492	orf, hypothetical protein	743	ORF
1241	b1241	adhE	1294669	1297344	-	892	1787493	CoA-linked acetaldehyde dehydrogenase and iron-dependent alcohol dehydrogenase; pyruvate-formate-lyase deactivase	744	ORF
1242	b1242	ychE	1297821	1298468	+	216	1787494	putative channel protein	745	ORF
1243	b1243	oppA	1299206	1300837	+	544	1787495	oligopeptide transport; periplasmic binding protein	746	ORF
1244	b1244	oppB	1300923	1301843	+	307	1787497	oligopeptide transport permease protein	746	ORF
1245	b1245	oppC	1301858	1302766	+	303	1787498	homolog of Salmonella oligopeptide transport permease protein	746	ORF
1246	b1246	oppD	1302778	1303791	+	338	1787499	homolog of Salmonella ATP-binding protein of oligopeptide ABC transport system	746	ORF
1247	b1247	oppF	1303788	1304792	+	335	1787500	homolog of Salmonella ATP-binding protein of oligopeptide ABC transport system	747	ORF
1248	b1248	b1248	1304845	1305252	-	136	1787501	orf, hypothetical protein	748	ORF
1249	b1249	cls	1305209	1306669	-	487	1787502	cardiolipin synthase, a major membrane phospholipid; novobiocin sensitivity	748	ORF
1250	b1250	kch	1307040	1308293	-	418	1787503	putative potassium channel protein	749	ORF
1251	b1251	yciI	1308593	1308985	-	131	1787504	orf, hypothetical protein	750	ORF
1252	b1252	tonB	1309113	1309832	+	240	1787505	energy transducer; uptake of iron, cyanocobalimin; sensitivity to phages, colicins	751	ORF
1253	b1253	yciA	1309872	1310270	-	133	1787506	orf, hypothetical protein	752	ORF
1254	b1254	yciB	1310375	1310914	-	180	1787507	orf, hypothetical protein	753	ORF
1255	b1255	yciC	1310944	1311687	-	248	1787508	orf, hypothetical protein	753	ORF
1256	b1256	yciD	1312044	1312682	+	213	1787510	putative outer membrane protein	754	ORF
1257	b1257	yciE	1312742	1313248	-	169	1787511	orf, hypothetical protein	755	ORF
1258	b1258	yciF	1313294	1313794	-	167	1787512	putative structural proteins	755	ORF
1259	b1259	yciG	1313880	1314116	-	79	1787513	orf, hypothetical protein	756	ORF
1260	b1260	trpA	1314440	1315246	-	269	1787514	tryptophan synthase, alpha protein	757	ORF
1261	b1261	trpB	1315246	1316439	-	398	1787515	tryptophan synthase, beta protein	757	ORF
1262	b1262	trpC	1316451	1317812	-	454	1787516	N-(5-phosphoribosyl)anthranilate isomerase and indole-3-glycerolphosphate synthetase	757	ORF
1263	b1263	trpD	1317813	1319408	-	532	1787517	anthranilate synthase component II, glutamine amidotransferase and phosphoribosylanthranilate transferase	757	ORF
1264	b1264	trpE	1319408	1320970	-	521	1787518	anthranilate synthase component I	757	ORF
1265	b1265	trpL	1321062	1321106	-	15	1787519	trp operon leader peptide	757	ORF
1266	b1266	yciV	1321244	1322125	+	294	1787520	putative enzymes	758	ORF
1267	b1267	yciO	1322086	1322742	+	219	1787521	orf, hypothetical protein	758	ORF
1268	b1268	yciQ	1322770	1324665	+	632	1787522	orf, hypothetical protein	758	ORF
1269	b1269	yciL	1324876	1325751	+	292	1787524	orf, hypothetical protein	759	ORF
1270	b1270	btuR	1325791	1326381	-	197	1787525	cob(I)alamin adenolsyltransferase	760	ORF
1271	b1271	yciK	1326378	1327136	-	253	1787526	putative oxidoreductase	760	ORF
1272	b1272	sohB	1327356	1328405	+	350	1787527	putative protease	761	ORF
1273	b1273	yciN	1328441	1328692	-	84	1787528	orf, hypothetical protein	762	ORF
1274	b1274	topA	1329072	1331669	+	866	1787529	DNA topoisomerase type I, omega protein	763	ORF
1275	b1275	cysB	1331879	1332853	+	325	1787530	positive transcriptional regulator for cysteine regulon	764	ORF
1276	b1276	acnA	1333855	1336530	+	892	1787531	aconitate hydrase 1	765	ORF
1277	b1277	ribA	1336594	1337184	-	197	1787533	GTP cyclohydrolase II	766	ORF
1278	b1278	pgpB	1337354	1338118	+	255	1787534	non-essential phosphatidylglycerophosphate phosphatase, membrane bound	767	ORF
1279	b1279	yciS	1338267	1338575	+	103	1787535	orf, hypothetical protein	768	ORF
1280	b1280	yciM	1338582	1339751	+	390	2367116	putative heat shock protein	768	ORF
1281	b1281	pyrF	1339945	1340682	+	246	1787537	orotidine-5'-phosphate decarboxylase	769	ORF
1282	b1282	yciH	1340679	1341008	+	110	1787538	orf, hypothetical protein	769	ORF
1283	b1283	osmB	1341134	1341352	-	73	1787539	osmotically inducible lipoprotein	770	ORF
1284	b1284	b1284	1341621	1342370	-	250	1787540	putative DEOR-type transcriptional regulator	771	ORF
1285	b1285	yciR	1342781	1344766	-	662	1787541	orf, hypothetical protein	772	ORF
1286	b1286	rnb	1345002	1346936	-	645	1787542	RNase II, mRNA degradation	773	ORF
1287	b1287	yciW	1347004	1348209	-	402	1787544	putative oxidoreductase	774	ORF
1288	b1288	fabI	1348275	1349063	-	263	1787545	enoyl-[acyl-carrier-protein] reductase (NADH)	775	ORF
1289	b1289	ycjD	1349431	1349784	-	118	1787546	orf, hypothetical protein	776	ORF
1290	b1290	sapF	1349852	1350658	-	269	1787547	putative ATP-binding protein of peptide transport system	777	ORF
1291	b1291	sapD	1350660	1351652	-	331	1787548	putative ATP-binding protein of peptide transport system	777	ORF
1292	b1292	sapC	1351652	1352542	-	297	1787549	homolog of Salmonella peptide transport permease protein	777	ORF
1293	b1293	sapB	1352529	1353494	-	322	1787550	homolog of Salmonella peptide transport permease protein	777	ORF
1294	b1294	sapA	1353491	1355134	-	548	1787551	homolog of Salmonella peptide transport periplasmic protein	777	ORF
1295	b1295	ymjA	1355447	1355692	-	82	1787552	orf, hypothetical protein	778	ORF
1296	b1296	ycjJ	1355826	1357265	-	480	1787553	putative amino acid/amine transport protein	779	ORF
1297	b1297	b1297	1357514	1359010	-	499	1787555	putative glutamine synthetase (EC 6.3.1.2)	780	ORF
1298	b1298	ycjL	1359132	1359908	+	259	1787556	probable amidotransferase subunit	781	ORF
1299	b1299	ycjC	1359935	1360492	+	186	1787557	orf, hypothetical protein	781	ORF
1300	b1300	aldH	1360767	1362254	+	496	1787558	aldehyde dehydrogenase, prefers NADP over NAD	782	ORF
1301	b1301	ordL	1362256	1363536	+	427	1787559	probable oxidoreductase	782	ORF
1302	b1302	goaG	1363574	1364839	+	422	1787560	4-aminobutyrate aminotransferase	782	ORF
1303	b1303	pspF	1364959	1365951	-	331	1787561	psp operon transcriptional activator	783	ORF
1304	b1304	pspA	1366103	1366771	+	223	2367118	phage shock protein, inner membrane protein	784	ORF
1305	b1305	pspB	1366825	1367049	+	75	1787563	phage shock protein	784	ORF
1306	b1306	pspC	1367049	1367408	+	120	1787564	phage shock protein: activates phage shock-protein expression	784	ORF
1307	b1307	pspD	1367417	1367638	+	74	1787565	phage shock protein	785	ORF
1308	b1308	pspE	1367713	1368027	+	105	1787567	phage shock protein	784	ORF
1309	b1309	ycjM	1368213	1369919	+	569	1787568	putative polysaccharide hydrolase	786	ORF
1310	b1310	b1310	1369933	1371225	+	431	1787569	putative transport periplasmic protein	786	ORF
1311	b1311	ycjO	1371246	1372127	+	294	1787570	putative binding-protein dependent transport protein	786	ORF
1312	b1312	ycjP	1372114	1372956	+	281	1787571	putative transport system permease protein	786	ORF
1313	b1313	ycjQ	1372987	1374039	+	351	1787572	putative oxidoreductase	786	ORF
1314	b1314	b1314	1374049	1374846	+	266	1787573	putative transient receptor potential locus	786	ORF
1315	b1315	ycjS	1374856	1375911	+	352	1787574	putative dehydrogenase	786	ORF
1316	b1316	ycjT	1375908	1378175	+	756	1787575	orf, hypothetical protein	786	ORF
1317	b1317	ycjU	1378172	1378831	+	220	1787576	putative beta-phosphoglucomutase	786	ORF
1318	b1318	ycjV	1378845	1379813	+	323	1787577	putative ATP-binding component of a transport system	786	ORF
1319	b1319	ompG	1379971	1380876	+	302	1787579	outer membrane protein	787	ORF
1320	b1320	ycjW	1380987	1381985	-	333	1787580	putative LACI-type transcriptional regulator	788	ORF
1321	b1321	ycjX	1382141	1383538	+	466	1787581	putative EC 2.1 enzymes	789	ORF
1322	b1322	ycjF	1383535	1384596	+	354	1787582	orf, hypothetical protein	789	ORF
1323	b1323	tyrR	1384744	1386285	+	514	1787583	transcriptional regulation of aroF, aroG, tyrA and aromatic amino acid transport	790	ORF
1324	b1324	tpx	1386329	1386835	-	169	1787584	thiol peroxidase	791	ORF
1325	b1325	ycjG	1386912	1387919	+	336	1787585	putative muconate cycloisomerase I (EC 5.5.-.-)	792	ORF
1326	b1326	ycjI	1387894	1388682	-	263	1787586	putative carboxypeptidase	793	ORF
1327	b1327	b1327	1388957	1389889	-	311	1787587	orf, hypothetical protein	794	ORF
1328	b1328	ycjZ	1390015	1390914	+	300	1787589	putative transcriptional regulator LYSR-type	795	ORF
1329	b1329	b1329	1391230	1392864	+	545	1787590	putative transport periplasmic protein	796	ORF
1330	b1330	b1330	1392915	1393946	-	344	1787591	orf, hypothetical protein	797	ORF
1331	b1331	trs5_4	1394100	1395116	+	339	1787592	IS5 transposase	798	ORF
1332	b1332	ynaJ	1395389	1395646	+	86	1787593	orf, hypothetical protein	799	ORF
1333	b1333	ydaA	1395696	1396646	-	317	1787594	orf, hypothetical protein	800	ORF
1334	b1334	fnr	1396798	1397550	-	251	1787595	transcriptional regulation of aerobic, anaerobic respiration, osmotic balance	801	ORF
1335	b1335	ogt	1397745	1398260	-	172	1787596	O-6-alkylguanine-DNA/cysteine-protein methyltransferase	802	ORF
1336	b1336	ydaH	1398271	1399803	-	511	1787597	putative pump protein (transport)	802	ORF
1337	b1337	b1337	1399834	1401279	-	482	1787598	orf, hypothetical protein	802	ORF
1338	b1338	ydaJ	1401279	1402604	-	442	1787599	putative aminohydrolase (EC 3.5.1.14)	802	ORF
1339	b1339	ydaK	1402765	1403673	+	303	1787601	putative transcriptional regulator LYSR-type	803	ORF
1340	b1340	ydaL	1404003	1404566	+	188	1787602	orf, hypothetical protein	804	ORF
1341	b1341	b1341	1404587	1405879	-	431	1787603	orf, hypothetical protein	805	ORF
1342	b1342	b1342	1406074	1407057	+	328	1787604	orf, hypothetical protein	806	ORF
1343	b1343	dbpA	1407535	1408908	+	458	1787605	ATP-dependent RNA helicase	807	ORF
1344	b1344	ydaO	1409037	1409972	-	312	1787606	orf, hypothetical protein	808	ORF
1345	b1345	b1345	1410024	1411259	-	412	1787607	putative transposase	809	ORF
1346	b1346	ydaQ	1411261	1411500	-	80	1787608	orf, hypothetical protein	809	ORF
1347	b1347	ydaC	1411555	1411764	-	70	1787609	orf, hypothetical protein	810	ORF
1348	b1348	lar	1411757	1411951	-	65	1787610	restriction alleviation and modification enhancement	810	ORF
1349	b1349	recT	1412008	1412817	-	270	1787611	recombinase, DNA renaturation	810	ORF
1350	b1350	recE	1412810	1415410	-	867	1787612	exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific	810	ORF
1351	b1351	racC	1415512	1415787	-	92	1787614	defective prophage rac; contains recE and oriJ	811	ORF
1352	b1352	ydaD	1416032	1416265	-	78	1787615	orf, hypothetical protein	811	ORF
1353	b1353	sieB	1416572	1417183	+	204	1787616	phage superinfection exclusion protein	812	ORF
1354	b1354	b1354	1417192	1417368	+	59	1787617	orf, hypothetical protein	812	ORF
1355	b1355	b1355	1417346	1417525	-	60	1787618	orf, hypothetical protein	813	ORF
1356	b1356	ydaR	1417789	1418265	-	159	1787619	orf, hypothetical protein	814	ORF
1357	b1357	ydaS	1418389	1418685	+	99	1787620	orf, hypothetical protein	815	ORF
1358	b1358	ydaT	1418708	1419130	+	141	1787621	orf, hypothetical protein	815	ORF
1359	b1359	ydaU	1419143	1420000	+	286	1787622	orf, hypothetical protein	815	ORF
1360	b1360	b1360	1420007	1420753	+	249	1787623	putative DNA replication factor	815	ORF
1361	b1361	ydaW	1420725	1421336	+	204	1787624	orf, hypothetical protein	815	ORF
1362	b1362	b1362	1421363	1421668	+	102	1787625	putative Rac prophage endopeptidase	815	ORF
1363	b1363	trkG	1421806	1423263	+	486	1787626	trk system potassium uptake; part of Rac prophage	816	ORF
1364	b1364	b1364	1423202	1423483	+	94	1787627	orf, hypothetical protein	816	ORF
1365	b1365	b1365	1423401	1423664	+	88	1787628	orf, hypothetical protein	816	ORF
1366	b1366	ydaY	1423645	1424004	+	120	1787629	orf, hypothetical protein	816	ORF
1367	b1367	b1367	1424079	1424312	+	78	1787630	orf, hypothetical protein	817	ORF
1368	b1368	b1368	1424478	1425506	+	343	1787631	putative alpha helix protein	818	ORF
1369	b1369	b1369	1425482	1425637	+	52	1787632	orf, hypothetical protein	818	ORF
1370	b1370	trs5_5	1425770	1426750	-	327	1787634	IS5 transposase	819	ORF
1371	b1371	b1371	1426547	1427008	+	154	1787635	orf, hypothetical protein	820	ORF
1372	b1372	b1372	1427067	1430435	+	1123	1787636	putative membrane protein	821	ORF
1373	b1373	ynaC	1430435	1431010	+	192	1787637	orf, hypothetical protein	821	ORF
1374	b1374	b1374	1431108	1431698	-	197	1787638	putative transposon resolvase	822	ORF
1375	b1375	ynaE	1432015	1432281	-	89	1787639	orf, hypothetical protein	823	ORF
1376	b1376	ynaF	1433209	1433715	-	169	1787640	putative filament protein	824	ORF
1377	b1377	b1377	1433784	1434917	-	378	1787641	putative outer membrane protein	825	ORF
1378	b1378	ydbK	1435284	1438808	-	1175	1787642	putative oxidoreductase, Fe-S subunit	826	ORF
1379	b1379	hslJ	1439345	1439767	-	141	1787644	heat shock protein hslJ	827	ORF
1380	b1380	ldhA	1439878	1440867	-	330	1787645	fermentative D-lactate dehydrogenase, NAD-dependent	828	ORF
1381	b1381	ydbH	1441075	1443714	+	880	1787646	orf, hypothetical protein	829	ORF
